artist_id,artist_name,genres,followers,popularity
2s0yxtiHiyGe6CY4mbDYFi,Remy Boyz,[],20280,57
4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,['contemporary country'],10845945,91
2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'pop']",11846920,73
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,"['east coast hip hop', 'hip hop', 'rap']",15086186,86
2hR4h1Cao2ueuI7Cx9c7V8,Cavetown,"['bedroom pop', 'indie pop', 'pov: indie']",4237033,71
137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",11265149,83
6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,"['pop', 'viral pop']",23313087,82
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,"['rap', 'slap house']",33611357,94
4dYQmk5ma04mZ1KJ9KkAQK,Kacy Hill,"['la pop', 'modern alternative pop']",112592,64
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,"['modern alternative rock', 'modern rock', 'stomp pop']",3031343,72
4H3e5t5utgPvj6Nsuda5QF,Jasmine Cephas-Jones,['show tunes'],45089,56
4cmng99Q3qPQ9KtNI2OxiL,Sleep and Dream,[],142,48
0EecwYutrbV1Z1X7JCt6j0,Sleepy Sounds,['sleep'],436,48
2zQAPo0gPmt7OwfKGQGsfW,Relajacion Del Mar,['sleep'],19450,51
7KkqUt65v6LMtR369OQ6FB,Jonathan Groff,"['broadway', 'hollywood', 'movie tunes', 'show tunes']",130111,64
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,"['canadian pop', 'pop']",77957118,91
6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,"['hip pop', 'pop']",15395328,80
5y2Xq6xcjJb2jVM54GHK3t,John Legend,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",7075416,77
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",63115308,92
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,"['chicago rap', 'hip hop', 'rap']",27515989,93
4STHEaNw4mPZ2tzheohgXB,Paul McCartney,"['classic rock', 'mellow gold', 'rock', 'soft rock']",4909859,73
4jCIAMb0zEArF3GYEYzoDk,Joy Again,['pov: indie'],343809,64
2CgVSpL4tfbUuHmTGS7wF3,Ocean Waves For Sleep,"['environmental', 'sleep']",46833,61
1AavJbrmyu2LqJRUmR05RY,Ocean Sounds Collection,"['environmental', 'sleep']",3561,49
7g56xCsozigPH5OgmwinYA,Ocean Sounds,"['environmental', 'sleep', 'water']",35864,65
2qL9AGTy8Mr016YBC0dvGV,Fresh Water Sounds,"['environmental', 'sound']",661,47
79Xztd6s33dW9S4V0f4NsQ,Water Sound Natural White Noise,"['sleep', 'white noise']",3338,52
5G9kmDLg3OeUyj8KVBLzbu,mike.,"['indie pop rap', 'rhode island rap']",603031,64
46SHBwWsqBkxI7EeeBEQG7,Kodak Black,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",11023914,82
56ZTgzPBDge0OvCGgMO3OY,Beach House,"['art pop', 'baltimore indie', 'dream pop', 'dreamo', 'indie rock', 'indietronica', 'modern dream pop', 'pov: indie']",2337262,74
4nXOZlYoAD67hF9aUEncMY,Pouya,"['cloud rap', 'dark trap', 'miami hip hop', 'underground hip hop']",1235782,71
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",36639900,85
0jnsk9HBra6NMjO2oANoPY,Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",8664797,81
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",33448686,92
0A0FS04o6zMoto8OKPsDwY,YG,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3351114,74
0MmnmsAuQKRFpo6vJElcaU,Amber Run,['indie anthem-folk'],505720,60
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",24713140,87
26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",3878817,76
1RyvyyTE3xzB2ZywiAwp0i,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",18868243,93
57vWImR43h4CaDao012Ofp,Steve Lacy,['afrofuturism'],5159852,83
2iojnBLj0qIMiKPvVhLnsH,Trey Songz,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",7474383,71
3xYXYzm9H3RzyQgBrYwIcx,Colter Wall,"['canadian americana', 'canadian contemporary country', 'outlaw country', 'saskatchewan indie']",1383530,71
7EGwUS3c5dXduO4sMyLWC5,Houndmouth,"['indie folk', 'modern folk rock', 'new americana', 'stomp and holler']",309118,57
02kJSzxNuaWGqwubyUba0Z,G-Eazy,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",5471164,78
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,"['dance pop', 'pop']",9334209,81
2wY79sveU1sp5g7SokKOiI,Sam Smith,"['pop', 'uk pop']",24407317,84
1QRj3hoop9Mv5VvHQkwPEp,Olivia O'Brien,"['alt z', 'pop']",2051339,66
7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']",43412315,84
738wLrAtLtCtFOLvQBXOXp,Major Lazer,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']",6191780,77
540vIaP2JwjQb9dm3aArA4,DJ Snake,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",8871518,79
0bdfiayQAKewqEvaU6rXCv,MØ,"['dance pop', 'danish pop', 'electropop', 'pop dance']",1457077,72
5WUlDfRSoLAfcVSX1WnrxN,Sia,['pop'],28703097,85
6fOMl44jA4Sp5b9PpYCkzz,NF,"['hip hop', 'pop rap']",10317673,79
4BYxqVkZyFjtik7crYLg5Q,Chris Young,"['contemporary country', 'country', 'country road']",2804346,67
4lSm9vkdpKSs1O8nKflRaB,Thayne Jasperson,['show tunes'],4438,48
26VFTg2z8YR0cCuwLzESi2,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']",21732620,82
3UUJfRbrA2nTbcg4i0MOwu,Original Broadway Cast of Hamilton,"['broadway', 'show tunes']",460167,74
1c4rxrxy8eDLvMVL1DTiBe,Andra Day,['r&b'],431966,57
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",92598894,96
2WzaAvm2bBCf4pEhyuDgCY,Ruth B.,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",3742580,74
3cR4rhS2hBWqI7rJEBacvN,Leslie Odom Jr.,"['broadway', 'show tunes', 'vocal jazz']",283526,72
4aXXDj9aZnlshx7mzj3W1N,Lin-Manuel Miranda,"['broadway', 'show tunes']",689047,74
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,"['emo', 'modern rock', 'pop', 'rock']",10899371,80
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,"['modern alternative rock', 'modern rock', 'stomp pop']",3031343,72
3KV3p5EY4AvKxOlhGHORLg,Jeremih,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",6707619,75
7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,"['hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",5569623,85
1By9QBFnjZAoI83BZppHlt,Billy Currington,"['contemporary country', 'country', 'country road']",2614349,66
20sxb77xiYeusSH8cVdatc,Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",7971487,75
3TVXtAsR1Inumwj472S9r4,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",92537455,96
69GGBxA162lTqCwzJG5jLp,The Chainsmokers,['pop'],20529312,83
6jsjhAEteAlY0vCiLvMLBA,ROZES,"['alt z', 'electropop', 'indie poptimism']",126272,60
2OEGI2wrCVmvavKEOMlccy,Phillipa Soo,"['broadway', 'show tunes']",84346,67
3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,"['modern rock', 'pop', 'pov: indie', 'rock']",24738164,84
6yJCxee7QumYr820xdIsjo,Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']",3923581,73
7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']",7489377,72
6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,"['hip pop', 'pop']",15395328,80
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",17805455,85
63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,"['alt z', 'electropop', 'pop']",21387006,80
1tqhsYv8yBBdwANFNzHtcr,Lil Dicky,"['comedy rap', 'indie pop rap', 'pop rap']",2007369,61
6eYFryfcEu3QSq59D62wZQ,Brendon Urie,[],109859,62
6G3sPhnj4JBCsBVBGvZnkk,Okieriete Onaodowan,['show tunes'],9628,67
3twuAojvYNrlWZpMkxLm3P,Daveed Diggs,"['alternative hip hop', 'show tunes']",124624,71
660YptcR0hNHJ8iEr1qcse,Anthony Ramos,['show tunes'],154466,67
6roFdX1y5BYSbp60OTJWMd,Tim McGraw,"['contemporary country', 'country', 'country road']",4651660,74
6sLwRSXSUF5JTUnQaFenyj,Christopher Jackson,['show tunes'],57514,67
20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,['canadian contemporary r&b'],6851576,83
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,"['dance pop', 'pop']",12216898,79
3PWp9R5HvbQgxI5KBx5kVd,KANA-BOON,"['anime', 'j-pop', 'j-rock']",986921,62
69NsP4MC1JbfvKMwpx2oy8,Jon Rua,[],1442,47
1VPmR4DJC1PlOtd0IADAO0,$uicideboy$,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",7793446,88
4nXOZlYoAD67hF9aUEncMY,Pouya,"['cloud rap', 'dark trap', 'miami hip hop', 'underground hip hop']",1235782,71
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",36639900,85
2FwJwEswyIUAljqgjNSHgP,Snakehips,"['electropop', 'uk dance', 'vapor soul']",361058,62
0NIIxcxNHmOoyBx03SfTCD,Tinashe,"['alternative r&b', 'dance pop', 'metropopolis', 'pop', 'r&b']",2843718,74
1anyVhU62p31KFi8MEzkbf,Chance the Rapper,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",6020794,75
7KkqUt65v6LMtR369OQ6FB,Jonathan Groff,"['broadway', 'hollywood', 'movie tunes', 'show tunes']",130111,64
3e7awlrlDSwF3iM0WBjGMp,Little Mix,"['girl group', 'pop', 'talent show', 'uk pop']",12040128,74
4qBgvVog0wzW75IQ48mU7v,KYLE,"['deep underground hip hop', 'indie pop rap', 'meme rap', 'pop rap', 'viral trap']",1083274,62
4YLtscXsxbVgi031ovDDdh,Chris Stapleton,"['contemporary country', 'outlaw country']",7612876,83
3Fe3pszR2t4TOBVz41B1WR,The Oh Hellos,"['folk-pop', 'pov: indie', 'san marcos tx indie', 'stomp and holler']",530946,63
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,"['modern rock', 'pop', 'rock']",54853599,89
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,"['east coast hip hop', 'hip hop', 'rap']",15086186,86
2y8Jo9CKhJvtfeKOsYzRdT,Rod Stewart,"['mellow gold', 'soft rock']",4952064,74
360IAlyVv4PCEVjgyMZrxK,Miguel,"['r&b', 'urban contemporary']",5304717,81
3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,['pop soul'],1124179,77
1BhWF9W2PngtPSyobKg0rP,Pia Mia,"['dance pop', 'pop', 'post-teen pop']",1946058,58
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,"['r&b', 'rap']",23634679,88
5LHRHt1k9lMyONurDHEdrp,Tyga,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6984781,79
4H3e5t5utgPvj6Nsuda5QF,Jasmine Cephas-Jones,['show tunes'],45089,56
2fHcpUAFhqmfloo2HkBN3e,Sydney James Harcourt,[],1420,49
5VJN4jB6PqqEg4kJiAj6Eu,Renée Elise Goldsberry,"['broadway', 'show tunes']",42562,63
4sTQVOfp9vEMCemLw50sbu,Galantis,"['dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",3384402,71
0HjYETXAvcL6mzaKjAmH2K,Wes Walker,[],20508,46
1dfpwerOGBId6qD7LVwpoB,Dyl,[],3180,46
15iVAtD3s3FsQR4w1v6M0P,Chief Keef,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5197637,78
1HxJeLhIuegM3KgvPn8sTa,Jack Ü,"['edm', 'electro house', 'pop dance']",1077883,60
5he5w2lnU9x7JFhnwcekXX,Skrillex,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",7631952,77
5fMUXHkw8R8eOP2RNVYEZX,Diplo,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']",2677728,79
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,"['canadian pop', 'pop']",77957118,91
68kEuyFKyqrdQQLLsmiatm,Vince Staples,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']",1942087,69
6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",4713851,71
